id,user_id,rating,review,sentiment_label,label
432,242,2,overall booking system was confusing while trying out the new turf,Negative,0
433,95,2,well the turf was damaged and unsafe at night session,Negative,0
434,226,4,frankly speaking one of the best futsal courts in the area on a rainy day,Positive,1
435,343,3,from my experience good maintenance and clean surroundings but very disappointing experience at night session,Positive,1
436,420,2,as a regular player bad experience with staff behavior during peak hours,Negative,0
437,154,4,as a regular player good maintenance and clean surroundings while trying out the new turf,Positive,1
438,293,3,ok futsal not bad,Negative,0
439,62,3,excellent facilities and great atmosphere while testing the lighting,Positive,1
440,414,3,based on my visit while playing with friends,Positive,1
441,41,4,ok futsal not bad,Positive,1
442,133,5,frankly speaking the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players during our match time,Positive,1
443,283,4,actually very clean and well maintained ground during weekend booking,Positive,1
444,403,1,to be honest the price was too high for the quality offered during our regular game,Negative,0
445,291,1,from what i saw had a very bad time playing here but friendly staff and smooth booking process during our regular game,Negative,0
446,403,1,very disappointing experience during weekend booking,Negative,0
447,249,3,as a regular player had a very bad time playing here on a rainy day,Negative,0
448,317,3,based on my visit one of the best futsal courts in the area we played in the evening,Positive,1
449,354,2,actually staff was rude and unhelpful during peak hours,Negative,0
450,11,4,actually the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded while trying out the new turf,Positive,1
451,440,4,everything was well organized and managed at night session,Positive,1
452,227,5,overall friendly staff and smooth booking process during our match time,Positive,1
453,46,5,in my opinion the turf was in excellent condition and very safe at night session,Positive,1
454,380,2,too costly yrr,Negative,0
455,160,3,as a regular player the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players but facilities were not clean at all on a rainy day,Positive,1
456,15,5,frankly speaking the lighting was perfect for night games and well distributed while playing with friends,Positive,1
457,128,3,too costly yrr,Positive,1
458,361,4,ok futsal not bad,Positive,1
459,259,4,loved it,Positive,1
460,229,5,overall the surface quality was very good we played in the evening,Positive,1
462,26,2,personally the turf was damaged and unsafe at night session,Negative,0
463,439,1,not bad,Negative,0
464,11,3,from my experience unhygienic changing rooms during our match time,Negative,0
465,89,3,the court was overcrowded and chaotic we played in the evening,Negative,0
466,365,2,honestly too much delay in booking confirmation during our match time,Negative,0
467,236,2,well the environment was not welcoming at all at night session,Negative,0
468,300,2,based on my visit the lighting was dim and insufficient at night session,Negative,0
470,153,4,in my opinion the best place to play futsal in town during our regular game,Positive,1
471,167,3,based on my visit the worst futsal court i ve ever been to during weekend booking,Negative,0
472,461,1,to be honest very poor management system but the lighting was perfect for night games and well distributed at night session,Negative,0
473,339,2,not good,Negative,0
474,465,2,personally had to wait for a long time to get the court ready we played in the evening,Negative,0
475,114,3,frankly speaking very poor management system we played in the evening,Negative,0
476,431,1,well not satisfied with the overall experience while trying out the new turf,Negative,0
477,133,5,as a regular player everything was well organized and managed but too crowded and not managed properly while playing with friends,Positive,1
478,336,4,as a regular player while playing with friends,Positive,1
479,382,1,loved it,Negative,0
480,238,2,frankly speaking the ground was slippery and dangerous on a rainy day,Negative,0
481,484,5,based on my visit the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players we played in the evening,Positive,1
482,153,5,based on my visit highly recommended for futsal lovers but staff was not responsive to issues during our match time,Positive,1
483,458,5,personally really enjoyed playing here with friends while playing with friends,Positive,1
484,399,3,based on my visit nice environment and good vibes overall while playing with friends,Positive,1
485,91,5,could be better,Positive,1
486,296,1,honestly very unprofessional management and staff we played in the evening,Negative,0
487,220,3,based on my visit too crowded and not managed properly during weekend booking,Negative,0
488,192,5,based on my visit great futsal court with excellent facilities but very poor management system during peak hours,Positive,1
489,376,3,in my opinion very poor management system but great futsal court with excellent facilities during our regular game,Negative,0
490,302,3,actually would not recommend this place but very professional staff and management on a rainy day,Negative,0
491,373,4,overall everything was well organized and managed we played in the evening,Positive,1
492,176,3,as a regular player affordable price with great quality on a rainy day,Positive,1
493,117,3,based on my visit the lighting was perfect for night games and well distributed but facilities were outdated and not maintained on a rainy day,Positive,1
494,64,3,personally the turf was in excellent condition and very safe but the turf was uneven and caused injuries during our match time,Positive,1
495,395,4,well very professional staff and management we played in the evening,Positive,1
496,429,5,honestly loved the turf and lighting setup while testing the lighting,Positive,1
497,228,2,bad lighting but ground ok,Negative,0
498,356,1,as a regular player the court was overcrowded and chaotic at night session,Negative,0
499,267,5,honestly affordable price with great quality at night session,Positive,1
500,262,1,from what i saw had a very bad time playing here while playing with friends,Negative,0
501,102,4,overall amazing experience will come again at night session,Positive,1
502,184,3,the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players at night session,Positive,1
503,353,1,to be honest staff was rude and unhelpful while playing with friends,Negative,0
504,428,1,in my opinion court was dirty and poorly maintained but very clean and well maintained ground during our match time,Negative,0
505,371,3,based on my visit but the turf was uneven and caused injuries while playing with friends,Positive,1
506,136,2,to be honest the price was too high for the quality offered during our match time,Negative,0
507,411,4,overall the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players but poor lighting and ventilation while playing with friends,Positive,1
508,5,1,frankly speaking very disappointing experience during weekend booking,Negative,0
509,490,2,well the worst futsal court i ve ever been to while playing with friends,Negative,0
510,59,3,actually the ground condition was perfect for playing during weekend booking,Positive,1
511,410,2,based on my visit staff was not responsive to issues at night session,Negative,0
512,54,3,amazing experience will come again but lighting was not good while playing with friends,Positive,1
513,93,4,from what i saw the booking process was seamless and efficient making it easy to reserve a court while trying out the new turf,Positive,1
514,472,4,worth the money and time but too crowded and not managed properly on a rainy day,Positive,1
515,7,2,frankly speaking staff was rude and unhelpful but the best place to play futsal in town while trying out the new turf,Negative,0
516,448,3,well bad experience with staff behavior during our regular game,Negative,0
517,128,5,as a regular player amazing experience will come again while testing the lighting,Positive,1
518,457,5,well friendly staff and smooth booking process during peak hours,Positive,1
519,435,5,honestly the best place to play futsal in town we played in the evening,Positive,1
520,124,2,based on my visit overpriced for such poor quality while playing with friends,Negative,0
521,194,3,to be honest the turf was uneven and caused injuries we played in the evening,Negative,0
522,230,3,from my experience the price was too high for the quality offered during weekend booking,Negative,0
526,106,3,honestly would not recommend this place during weekend booking,Negative,0
527,433,3,based on my visit the ground condition was perfect for playing on a rainy day,Positive,1
528,187,5,as a regular player worth the money and time while testing the lighting,Positive,1
529,175,3,overall the lighting was perfect for night games and well distributed during weekend booking,Positive,1
530,24,1,well the lighting was dim and insufficient at night session,Negative,0
531,210,5,based on my visit the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players while playing with friends,Positive,1
532,97,1,not good,Negative,0
534,475,3,from my experience amazing experience will come again on a rainy day,Positive,1
535,235,4,well amazing experience will come again while testing the lighting,Positive,1
536,284,1,as a regular player had to wait for a long time to get the court ready but the turf was in excellent condition and very safe while playing with friends,Negative,0
537,355,3,from what i saw the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded while trying out the new turf,Positive,1
538,311,3,actually very disappointing experience while playing with friends,Negative,0
539,391,3,as a regular player had a very bad time playing here during peak hours,Negative,0
540,71,3,frankly speaking everything was well organized and managed on a rainy day,Positive,1
541,441,3,actually would not recommend this place during our regular game,Negative,0
542,320,3,actually the best place to play futsal in town during our regular game,Positive,1
543,333,5,well the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded on a rainy day,Positive,1
544,364,4,personally very comfortable and enjoyable experience during our regular game,Positive,1
545,246,5,loved it,Positive,1
546,147,5,well excellent facilities and great atmosphere during peak hours,Positive,1
547,28,1,frankly speaking the lighting was dim and insufficient but very professional staff and management we played in the evening,Negative,0
548,129,3,from my experience facilities were not clean at all at night session,Negative,0
549,402,5,ok futsal not bad,Positive,1
550,53,4,loved the turf and lighting setup during our regular game,Positive,1
551,288,5,well the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players during our regular game,Positive,1
552,199,4,as a regular player the staff was very helpful and friendly at night session,Positive,1
553,381,3,on a rainy day,Positive,1
554,364,3,from what i saw bad experience with staff behavior while trying out the new turf,Negative,0
555,398,1,the staff was not helpful when we had issues while testing the lighting,Negative,0
556,493,3,from my experience spacious court and proper lighting setup but overpriced for such poor quality at night session,Positive,1
558,136,5,worth it,Positive,1
559,3,4,not bad,Positive,1
560,27,3,actually staff was rude and unhelpful but nice environment and good vibes overall while playing with friends,Negative,0
561,282,3,well would not recommend this place while testing the lighting,Negative,0
562,267,1,the lighting was dim and insufficient on a rainy day,Negative,0
564,340,3,frankly speaking the ground condition was perfect for playing during weekend booking,Positive,1
565,272,3,in my opinion not worth the price at night session,Negative,0
566,124,2,as a regular player booking system was confusing we played in the evening,Negative,0
567,454,5,from what i saw the surface quality was very good while testing the lighting,Positive,1
568,145,5,very professional staff and management during weekend booking,Positive,1
570,99,3,based on my visit staff was rude and unhelpful while trying out the new turf,Negative,0
571,274,5,overall one of the best futsal courts in the area during weekend booking,Positive,1
572,344,3,nice but little expensive,Positive,1
573,450,5,from my experience the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players but the staff was not helpful when we had issues during peak hours,Positive,1
574,383,3,the best place to play futsal in town during peak hours,Positive,1
575,92,1,honestly the worst futsal court i ve ever been to but very clean and well maintained ground while trying out the new turf,Negative,0
576,199,2,as a regular player bad experience with staff behavior during weekend booking,Negative,0
577,4,5,frankly speaking nice environment and good vibes overall but booking system was confusing during peak hours,Positive,1
578,184,1,from what i saw staff was rude and unhelpful during weekend booking,Negative,0
579,392,2,overall would not recommend this place at night session,Negative,0
580,113,3,frankly speaking very bad experience overall during peak hours,Negative,0
582,332,5,personally excellent facilities and great atmosphere at night session,Positive,1
583,22,3,honestly the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players during our regular game,Positive,1
584,276,4,not good,Positive,1
585,177,3,overall not worth the price at night session,Negative,0
586,428,3,well ground condition was not good but the surface quality was very good during our regular game,Negative,0
587,237,3,overall lighting was not good while playing with friends,Negative,0
588,372,1,overall overpriced for such poor quality at night session,Negative,0
589,52,1,in my opinion too crowded and not managed properly on a rainy day,Negative,0
590,316,2,overall terrible experience will never come back during our match time,Negative,0
591,414,2,actually ground condition was not good while testing the lighting,Negative,0
592,365,1,frankly speaking court was dirty and poorly maintained while playing with friends,Negative,0
593,376,5,frankly speaking the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players at night session,Positive,1
594,250,4,based on my visit spacious court and proper lighting setup while trying out the new turf,Positive,1
595,457,3,personally very clean and well maintained ground while testing the lighting,Positive,1
596,324,3,to be honest overpriced for such poor quality during weekend booking,Negative,0
597,208,5,not bad,Positive,1
598,242,5,from my experience very comfortable and enjoyable experience we played in the evening,Positive,1
599,376,3,personally facilities were outdated and not maintained on a rainy day,Negative,0
600,187,4,personally highly recommended for futsal lovers while trying out the new turf,Positive,1
601,351,5,well the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players during our match time,Positive,1
603,338,3,not bad,Negative,0
604,390,3,personally while trying out the new turf,Positive,1
605,106,5,overall the ground condition was perfect for playing at night session,Positive,1
606,452,2,staff was not responsive to issues on a rainy day,Negative,0
608,279,5,as a regular player the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players at night session,Positive,1
609,265,1,frankly speaking the ground was slippery and dangerous during peak hours,Negative,0
610,250,4,from my experience very professional staff and management during our regular game,Positive,1
611,85,2,from what i saw the turf was uneven and caused injuries we played in the evening,Negative,0
612,309,4,as a regular player really enjoyed playing here with friends but facilities were not clean at all at night session,Positive,1
613,59,3,overall had a very bad time playing here during our match time,Negative,0
614,427,3,based on my visit not worth the price while trying out the new turf,Negative,0
615,69,3,from my experience friendly staff and smooth booking process we played in the evening,Positive,1
616,265,3,honestly friendly staff and smooth booking process but too much delay in booking confirmation while testing the lighting,Positive,1
617,111,3,from what i saw the best place to play futsal in town but poor lighting and ventilation while testing the lighting,Positive,1
618,308,2,based on my visit facilities were not clean at all while trying out the new turf,Negative,0
619,320,3,not bad,Positive,1
620,303,3,to be honest the worst futsal court i ve ever been to while playing with friends,Negative,0
622,441,5,too costly yrr,Positive,1
623,244,3,well the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players but very disappointing experience during peak hours,Positive,1
624,48,1,from what i saw the staff was not helpful when we had issues we played in the evening,Negative,0
625,333,3,personally the staff was not helpful when we had issues while testing the lighting,Negative,0
626,118,2,frankly speaking staff was rude and unhelpful on a rainy day,Negative,0
627,465,5,based on my visit the ground condition was perfect for playing during peak hours,Positive,1
628,245,2,actually very disappointing experience while testing the lighting,Negative,0
629,132,4,overall worth the money and time at night session,Positive,1
630,268,3,good court but price high,Negative,0
631,336,4,good court but price high,Positive,1
632,219,1,had a very bad time playing here on a rainy day,Negative,0
633,188,5,to be honest the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players at night session,Positive,1
634,402,5,well the lighting was perfect for night games and well distributed during peak hours,Positive,1
635,158,4,personally very comfortable and enjoyable experience on a rainy day,Positive,1
636,61,3,too crowded and not managed properly during peak hours,Negative,0
637,403,2,based on my visit very disappointing experience while playing with friends,Negative,0
638,3,3,as a regular player lighting was not good but while testing the lighting,Negative,0
639,33,3,personally the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded while trying out the new turf,Positive,1
640,315,2,in my opinion staff was rude and unhelpful during weekend booking,Negative,0
641,328,3,to be honest loved the turf and lighting setup while testing the lighting,Positive,1
642,402,1,honestly the lighting was dim and insufficient during our match time,Negative,0
643,123,4,as a regular player worth the money and time but staff was rude and unhelpful during our match time,Positive,1
644,343,4,personally booking system was fast and easy during weekend booking,Positive,1
645,282,3,from what i saw highly recommended for futsal lovers but overpriced for such poor quality during our match time,Positive,1
646,116,4,as a regular player the ground condition was perfect for playing while testing the lighting,Positive,1
647,90,2,from my experience facilities were outdated and not maintained while trying out the new turf,Negative,0
648,485,2,overall overpriced for such poor quality during our regular game,Negative,0
650,289,2,too much delay in booking confirmation while testing the lighting,Negative,0
651,442,3,from my experience the price was too high for the quality offered on a rainy day,Negative,0
652,35,4,bad lighting but ground ok,Positive,1
653,212,4,excellent facilities and great atmosphere during our match time,Positive,1
654,128,4,as a regular player great futsal court with excellent facilities during our regular game,Positive,1
655,244,3,frankly speaking very clean and well maintained ground on a rainy day,Positive,1
656,477,3,from my experience unhygienic changing rooms but the turf was in excellent condition and very safe while testing the lighting,Negative,0
657,106,2,based on my visit the court was not ready on time during our match time,Negative,0
658,472,1,from my experience not satisfied with the overall experience but amazing experience will come again while testing the lighting,Negative,0
661,445,3,from what i saw had to wait for a long time to get the court ready on a rainy day,Negative,0
662,66,5,personally booking system was fast and easy during our regular game,Positive,1
663,482,2,will come again,Negative,0
664,235,1,as a regular player facilities were outdated and not maintained on a rainy day,Negative,0
665,7,1,actually the price was too high for the quality offered during our regular game,Negative,0
666,442,3,frankly speaking very disappointing experience while testing the lighting,Negative,0
667,176,5,as a regular player the surface quality was very good at night session,Positive,1
668,187,4,based on my visit really enjoyed playing here with friends during peak hours,Positive,1
669,352,5,to be honest one of the best futsal courts in the area while trying out the new turf,Positive,1
670,439,4,overall the booking process was seamless and efficient making it easy to reserve a court at night session,Positive,1
671,216,3,personally had a great time playing here while playing with friends,Positive,1
672,154,4,well very comfortable and enjoyable experience during our regular game,Positive,1
673,111,3,from what i saw very professional staff and management but facilities were not clean at all we played in the evening,Positive,1
674,185,2,based on my visit very unprofessional management and staff during weekend booking,Negative,0
675,445,2,as a regular player not satisfied with the overall experience but amazing experience will come again at night session,Negative,0
676,182,2,from what i saw the staff was not helpful when we had issues but the lighting was perfect for night games and well distributed during our match time,Negative,0
677,196,3,as a regular player the lighting was perfect for night games and well distributed while trying out the new turf,Positive,1
678,216,2,based on my visit facilities were not clean at all while playing with friends,Negative,0
679,161,1,from what i saw overpriced for such poor quality but nice environment and good vibes overall during peak hours,Negative,0
680,400,2,to be honest facilities were outdated and not maintained at night session,Negative,0
681,86,4,in my opinion highly recommended for futsal lovers while testing the lighting,Positive,1
682,373,1,good court but price high,Negative,0
683,33,1,to be honest not worth the price but amazing experience will come again during weekend booking,Negative,0
684,392,5,based on my visit loved the turf and lighting setup but facilities were outdated and not maintained during our regular game,Positive,1
685,159,2,overall ground condition was not good but the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded at night session,Negative,0
686,270,3,actually spacious court and proper lighting setup at night session,Positive,1
687,443,4,honestly excellent facilities and great atmosphere we played in the evening,Positive,1
688,277,3,as a regular player very unprofessional management and staff but at night session,Negative,0
689,324,4,not good,Positive,1
690,159,3,from what i saw the lighting was dim and insufficient during peak hours,Negative,0
691,158,2,based on my visit bad experience with staff behavior during our regular game,Negative,0
692,177,1,to be honest would not recommend this place but highly recommended for futsal lovers while playing with friends,Negative,0
693,154,2,as a regular player had to wait for a long time to get the court ready we played in the evening,Negative,0
694,306,2,will come again,Negative,0
695,224,3,honestly the ground was slippery and dangerous but the price was reasonable for the quality of the facilities and the overall experience provided making it a great value for money during our regular game,Negative,0
696,217,1,personally staff was not responsive to issues during peak hours,Negative,0
697,146,4,as a regular player the booking process was seamless and efficient making it easy to reserve a court while testing the lighting,Positive,1
698,70,3,as a regular player affordable price with great quality but overpriced for such poor quality at night session,Positive,1
699,252,3,well very unprofessional management and staff while trying out the new turf,Negative,0
700,26,3,good court but price high,Positive,1
701,367,3,honestly amazing experience will come again while playing with friends,Positive,1
702,176,1,honestly the turf was damaged and unsafe but had a great time playing here during our match time,Negative,0
703,170,1,the ground was slippery and dangerous while trying out the new turf,Negative,0
704,137,1,staff good but turf bad,Negative,0
705,425,4,overall had a great time playing here but too much delay in booking confirmation during our regular game,Positive,1
706,395,2,not satisfied,Negative,0
707,267,1,from my experience very poor management system we played in the evening,Negative,0
708,480,4,from my experience very professional staff and management while trying out the new turf,Positive,1
709,153,3,well the lighting was dim and insufficient but had a great time playing here we played in the evening,Negative,0
710,112,5,ok futsal not bad,Positive,1
711,300,2,from my experience terrible experience will never come back but the booking process was seamless and efficient making it easy to reserve a court during peak hours,Negative,0
712,497,3,not satisfied,Positive,1
714,81,3,nice but little expensive,Positive,1
715,31,5,well nice environment and good vibes overall while testing the lighting,Positive,1
717,404,3,overall had to wait for a long time to get the court ready while playing with friends,Negative,0
718,371,2,in my opinion very poor management system but very professional staff and management while trying out the new turf,Negative,0
719,362,2,ok futsal not bad,Negative,0
720,96,5,to be honest the staff was very helpful and friendly during our regular game,Positive,1
721,469,5,in my opinion booking system was fast and easy while trying out the new turf,Positive,1
722,278,2,personally the lighting was dim and insufficient but everything was well organized and managed during weekend booking,Negative,0
723,318,1,honestly staff was not responsive to issues during our regular game,Negative,0
724,338,3,the surface quality was very good while testing the lighting,Positive,1
725,79,5,frankly speaking highly recommended for futsal lovers during our match time,Positive,1
726,35,3,in my opinion terrible experience will never come back but highly recommended for futsal lovers during peak hours,Negative,0
727,448,1,staff good but turf bad,Negative,0
728,99,4,bad lighting but ground ok,Positive,1
729,429,5,not bad,Positive,1
730,368,3,based on my visit too much delay in booking confirmation but the surface quality was very good during our regular game,Negative,0
731,252,5,too costly yrr,Positive,1
732,481,3,overall lighting was not good while trying out the new turf,Negative,0
733,21,5,in my opinion the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players we played in the evening,Positive,1
734,52,1,to be honest not worth the price during weekend booking,Negative,0
735,321,5,as a regular player really enjoyed playing here with friends but the court was not ready on time during peak hours,Positive,1
736,296,5,as a regular player affordable price with great quality during our regular game,Positive,1
737,206,5,based on my visit the price was reasonable for the quality of the facilities and the overall experience provided making it a great value for money but waste of money and time during peak hours,Positive,1
738,478,2,well the staff was not helpful when we had issues while playing with friends,Negative,0
739,392,4,in my opinion nice environment and good vibes overall during our regular game,Positive,1
740,193,1,actually the court was not ready on time on a rainy day,Negative,0
741,492,4,actually the ground condition was perfect for playing at night session,Positive,1
742,70,5,actually everything was well organized and managed we played in the evening,Positive,1
743,439,3,to be honest everything was well organized and managed we played in the evening,Positive,1
744,80,3,the turf was uneven and caused injuries at night session,Negative,0
745,80,4,never again,Positive,1
746,128,5,loved it,Positive,1
747,470,5,very clean and well maintained ground at night session,Positive,1
748,360,3,overall the court was overcrowded and chaotic but the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players on a rainy day,Negative,0
749,414,5,overall the best place to play futsal in town while testing the lighting,Positive,1
750,451,4,overall the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded we played in the evening,Positive,1
751,476,3,frankly speaking bad experience with staff behavior during weekend booking,Negative,0
753,258,4,honestly very comfortable and enjoyable experience on a rainy day,Positive,1
754,295,3,personally facilities were outdated and not maintained we played in the evening,Negative,0
755,68,1,from my experience poor lighting and ventilation during peak hours,Negative,0
756,44,2,based on my visit lighting was not good while testing the lighting,Negative,0
757,203,4,frankly speaking the lighting was perfect for night games and well distributed but very poor management system while playing with friends,Positive,1
758,127,5,from my experience worth the money and time during our regular game,Positive,1
759,46,3,to be honest terrible experience will never come back during peak hours,Negative,0
760,188,4,will come again,Positive,1
761,87,4,in my opinion worth the money and time on a rainy day,Positive,1
762,103,3,from what i saw worth the money and time but staff was rude and unhelpful while trying out the new turf,Positive,1
763,486,3,personally amazing experience will come again during weekend booking,Positive,1
764,157,3,personally great futsal court with excellent facilities at night session,Positive,1
765,105,1,honestly not worth the price on a rainy day,Negative,0
766,356,1,the court was overcrowded and chaotic at night session,Negative,0
767,146,1,honestly the lighting was dim and insufficient but one of the best futsal courts in the area during peak hours,Negative,0
768,35,1,actually unhygienic changing rooms but the best place to play futsal in town while testing the lighting,Negative,0
769,198,5,to be honest the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players but poor lighting and ventilation on a rainy day,Positive,1
770,444,2,frankly speaking very disappointing experience during our regular game,Negative,0
771,288,4,overall really enjoyed playing here with friends while playing with friends,Positive,1
772,171,2,honestly the court was not ready on time we played in the evening,Negative,0
773,182,2,actually very bad experience overall while playing with friends,Negative,0
774,132,3,from my experience unhygienic changing rooms during our regular game,Negative,0
775,460,2,honestly unhygienic changing rooms during our regular game,Negative,0
776,314,5,personally the turf was in excellent condition and very safe during weekend booking,Positive,1
777,219,1,well had a very bad time playing here during our match time,Negative,0
778,335,3,from what i saw spacious court and proper lighting setup on a rainy day,Positive,1
780,466,5,personally the staff was very helpful and friendly at night session,Positive,1
781,478,3,staff good but turf bad,Negative,0
782,61,3,personally overpriced for such poor quality on a rainy day,Negative,0
783,16,5,staff good but turf bad,Positive,1
784,478,5,frankly speaking everything was well organized and managed during peak hours,Positive,1
785,316,5,personally amazing experience will come again but very bad experience overall during our match time,Positive,1
786,352,1,from what i saw bad experience with staff behavior while testing the lighting,Negative,0
787,400,5,nice but little expensive,Positive,1
788,95,4,as a regular player had a great time playing here while testing the lighting,Positive,1
789,210,3,based on my visit friendly staff and smooth booking process but bad experience with staff behavior while trying out the new turf,Positive,1
790,104,3,honestly had a very bad time playing here at night session,Negative,0
791,353,2,overall very unprofessional management and staff while playing with friends,Negative,0
792,312,1,based on my visit the environment was not welcoming at all during our match time,Negative,0
793,293,3,frankly speaking facilities were outdated and not maintained on a rainy day,Negative,0
794,450,3,as a regular player highly recommended for futsal lovers but the price was too high for the quality offered we played in the evening,Positive,1
795,286,3,as a regular player very professional staff and management during our regular game,Positive,1
796,453,2,very poor management system we played in the evening,Negative,0
797,471,5,to be honest one of the best futsal courts in the area while trying out the new turf,Positive,1
799,481,3,based on my visit the turf was uneven and caused injuries but the lighting was perfect for night games and well distributed during weekend booking,Negative,0
800,13,4,as a regular player very professional staff and management while playing with friends,Positive,1
801,459,5,not bad,Positive,1
802,465,3,based on my visit too much delay in booking confirmation during weekend booking,Negative,0
803,186,5,personally very clean and well maintained ground but very unprofessional management and staff during weekend booking,Positive,1
805,394,3,from what i saw very professional staff and management while playing with friends,Positive,1
806,447,5,could be better,Positive,1
807,158,4,personally the environment was welcoming and created a great atmosphere for playing futsal making it a favorite spot for many players but lighting was not good while playing with friends,Positive,1
808,461,1,poor lighting and ventilation while trying out the new turf,Negative,0
809,319,1,too costly yrr,Negative,0
810,414,3,honestly had to wait for a long time to get the court ready while trying out the new turf,Negative,0
812,308,5,based on my visit affordable price with great quality while trying out the new turf,Positive,1
814,75,3,from my experience one of the best futsal courts in the area but not satisfied with the overall experience we played in the evening,Positive,1
815,472,4,well the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players while testing the lighting,Positive,1
816,92,2,bad lighting but ground ok,Negative,0
817,339,3,meh experience,Negative,0
818,297,3,from what i saw waste of money and time while testing the lighting,Negative,0
819,460,4,honestly the lighting was perfect for night games and well distributed during weekend booking,Positive,1
820,242,4,overall the overall management of the facility was top notch ensuring a smooth and enjoyable experience for all players during peak hours,Positive,1
821,270,2,worth it,Negative,0
822,248,3,from my experience worth the money and time but the lighting was dim and insufficient during our match time,Positive,1
823,133,2,from what i saw the environment was not welcoming at all at night session,Negative,0
824,374,5,from what i saw the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded but had to wait for a long time to get the court ready on a rainy day,Positive,1
825,149,5,based on my visit the price was reasonable for the quality of the facilities and the overall experience provided making it a great value for money while playing with friends,Positive,1
826,378,3,honestly great futsal court with excellent facilities during weekend booking,Positive,1
827,180,4,affordable price with great quality while testing the lighting,Positive,1
828,145,3,well court was dirty and poorly maintained during our match time,Negative,0
829,393,4,overall everything was well organized and managed at night session,Positive,1
831,170,3,from what i saw but waste of money and time while testing the lighting,Positive,1
832,331,3,well the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded while trying out the new turf,Positive,1
833,236,5,staff good but turf bad,Positive,1
834,476,2,as a regular player the price was too high for the quality offered on a rainy day,Negative,0
835,285,4,as a regular player good maintenance and clean surroundings at night session,Positive,1
836,34,4,from my experience excellent facilities and great atmosphere while testing the lighting,Positive,1
837,274,3,to be honest the worst futsal court i ve ever been to we played in the evening,Negative,0
838,362,2,from what i saw staff was not responsive to issues but amazing experience will come again while testing the lighting,Negative,0
839,450,4,actually booking system was fast and easy we played in the evening,Positive,1
840,58,1,based on my visit not worth the price at night session,Negative,0
841,410,1,honestly the turf was damaged and unsafe during our match time,Negative,0
842,376,2,as a regular player very poor management system while playing with friends,Negative,0
843,421,1,to be honest ground condition was not good on a rainy day,Negative,0
844,199,4,as a regular player really enjoyed playing here with friends while playing with friends,Positive,1
845,352,1,as a regular player court was dirty and poorly maintained during weekend booking,Negative,0
846,267,3,overall spacious court and proper lighting setup on a rainy day,Positive,1
847,328,4,actually great futsal court with excellent facilities at night session,Positive,1
848,164,3,in my opinion very poor management system during our match time,Negative,0
849,8,3,well booking system was fast and easy but unhygienic changing rooms during weekend booking,Positive,1
850,282,4,as a regular player amazing experience will come again during our regular game,Positive,1
851,160,3,personally good maintenance and clean surroundings at night session,Positive,1
852,463,2,in my opinion very unprofessional management and staff but great futsal court with excellent facilities during our regular game,Negative,0
853,361,3,overall loved the turf and lighting setup but facilities were outdated and not maintained during peak hours,Positive,1
854,366,1,from what i saw not satisfied with the overall experience while trying out the new turf,Negative,0
855,291,2,the turf was damaged and unsafe during our regular game,Negative,0
856,234,3,never again,Positive,1
857,74,1,well the court was overcrowded and chaotic while trying out the new turf,Negative,0
858,359,3,from what i saw the court was spacious and well maintained providing ample room for players to enjoy their game without feeling cramped or overcrowded at night session,Positive,1
859,244,3,in my opinion spacious court and proper lighting setup on a rainy day,Positive,1
861,295,5,loved it,Positive,1
862,419,2,bad lighting but ground ok,Negative,0
863,237,3,overall overpriced for such poor quality on a rainy day,Negative,0
864,499,3,frankly speaking worth the money and time during our match time,Positive,1
865,221,5,overall really enjoyed playing here with friends on a rainy day,Positive,1
866,89,1,frankly speaking the worst futsal court i ve ever been to while testing the lighting,Negative,0
867,167,2,overall had to wait for a long time to get the court ready but worth the money and time while testing the lighting,Negative,0
